BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,STYLE_D,STRUCT_D,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,ZIPCODE,LATITUDE,LONGITUDE,CENSUS_TRACT,WARD
4,1,Warm Cool,Y,2,9,5,1880,1984,3,1450000,Q,1,2880,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,5,24,1800,20009,38.91202459,-77.04583149,5502,Ward 2
2,1,Warm Cool,Y,1,9,3,1870,2010,3,1905000,Q,1,2584,3 Story,Row Inside,Very Good,Very Good,Common Brick,Metal- Sms,Hardwood,1,4,11,1800,20009,38.91201295,-77.04590112,5502,Ward 2
3,1,Warm Cool,Y,2,10,5,1922,2007,3,2050000,Q,2,2848,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,3,24,1800,20009,38.91204112,-77.04596917,5502,Ward 2
5,2,Warm Cool,Y,1,10,5,1922,2001,3,1865000,Q,1,3254,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,1,5,11,1800,20009,38.91202579,-77.04622686,5502,Ward 2
3,1,Ht Pump,Y,2,8,5,1900,2016,4,2000000,Q,1,4537,4 Story,Row Inside,Excellent,Good,Brick/Stone,Built Up,Hardwood,2,2,24,1666,20009,38.91237823,-77.0463719,5502,Ward 2
4,1,Hot Water Rad,Y,2,12,4,1900,2020,3,1770000,U,3,3010,3 Story,Row Inside,Excellent,Average,Brick/Stone,Metal- Sms,Hardwood,2,2,11,1633,20009,38.91240033,-77.04582931,5502,Ward 2
5,1,Hot Water Rad,Y,2,12,5,1900,2008,3,1735000,Q,1,3408,3 Story,Row Inside,Excellent,Good,Brick/Stone,Built Up,Hardwood,3,4,24,1633,20009,38.91239774,-77.04578226,5502,Ward 2
5,1,Ht Pump,Y,1,13,6,1885,2021,3,3360000,Q,3,3138,3 Story,Row Inside,Very Good,Very Good,Stone,Metal- Pre,Hardwood,2,4,11,1960,20009,38.91134925,-77.04556944,5502,Ward 2
4,2,Warm Cool,Y,2,10,3,1897,1990,3,1800000,Q,2,2672,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,5,24,1620,20009,38.91170468,-77.04636247,5502,Ward 2
3,1,Hot Water Rad,N,2,13,7,1890,2011,3,536500,Q,1,3524,3 Story,Row End,Excellent,Average,Common Brick,Built Up,Hardwood,2,3,24,1113,20009,38.91195943,-77.04637244,5502,Ward 2
3,1,Water Base Brd,Y,1,12,5,1910,2006,3,1670000,Q,3,2608,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,2,11,1047,20009,38.91201276,-77.04638216,5502,Ward 2
3,1,Warm Cool,Y,2,8,3,1978,2018,3,1600000,U,7,2016,3 Story,Multi,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,1,24,1338,20009,38.91199943,-77.04569357,5502,Ward 2
2,1,Ht Pump,Y,1,6,3,1909,2019,2,1012000,Q,3,1226,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,941,20009,38.9182838,-77.03795558,4201,Ward 1
1,1,Hot Water Rad,Y,1,6,3,1909,2000,2,323210,U,3,1400,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1019,20009,38.91852902,-77.03790405,4201,Ward 1
1,1,Ht Pump,Y,1,6,3,1909,1979,2,966825,Q,5,1168,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1110,20009,38.91855986,-77.03780029,4201,Ward 1
1,1,Warm Cool,Y,1,7,3,1910,2010,2,930000,U,5,1238,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,1,1,11,1274,20009,38.91794317,-77.03746891,4201,Ward 1
2,1,Warm Cool,Y,1,7,3,1910,2015,2,756000,Q,1,1238,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1274,20009,38.91792886,-77.03742012,4201,Ward 1
3,1,Forced Air,Y,1,6,4,1910,2016,2,1100000,Q,4,1238,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1274,20009,38.91794321,-77.03735382,4201,Ward 1
2,1,Warm Cool,Y,1,12,5,1894,1983,4,2300000,Q,4,5256,4 Story,Row End,Excellent,Good,Common Brick,Built Up,Hardwood,1,4,11,1600,20009,38.9179856,-77.03690252,4201,Ward 1
3,2,Warm Cool,Y,3,7,5,1929,1989,2,497500,Q,1,1936,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood,3,1,24,1575,20009,38.91615522,-77.03821793,4201,Ward 2
2,1,Warm Cool,Y,1,5,1,1870,2014,3,1050000,Q,6,1386,3 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,833,20009,38.91647458,-77.0373602,4201,Ward 2
2,1,Warm Cool,Y,2,8,3,1907,2009,2,1025000,Q,4,1144,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,2,1,24,806,20009,38.91594641,-77.03822474,4201,Ward 2
2,1,Warm Cool,Y,2,6,3,1907,2008,2,710000,Q,1,1008,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,2,1,24,767,20009,38.915981,-77.03822602,4201,Ward 2
4,2,Warm Cool,Y,1,8,3,1907,2014,2,1158000,Q,5,1148,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,814,20009,38.91604937,-77.03822571,4201,Ward 2
2,1,Warm Cool,Y,1,7,2,1907,2011,2,745000,Q,1,1222,2 Story,Row End,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,838,20009,38.91608328,-77.03819368,4201,Ward 2
2,1,Warm Cool,Y,2,11,4,1979,2012,2,1155000,Q,1,1380,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1183,20009,38.91607654,-77.03779586,4201,Ward 2
2,1,Warm Cool,Y,2,11,3,1979,2017,2,1363000,Q,3,1380,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,2,2,24,1320,20009,38.91597795,-77.03789393,4201,Ward 2
3,1,Warm Cool,Y,2,11,4,1979,2007,2,1148000,Q,1,1380,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1368,20009,38.91594443,-77.03792009,4201,Ward 2
3,1,Warm Cool,Y,3,9,5,1870,2011,3,1440000,Q,1,2668,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,3,4,24,1700,20009,38.91425232,-77.03733068,4201,Ward 2
4,1,Warm Cool,Y,2,8,4,1905,2008,3,1925000,Q,3,2920,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,2,24,1968,20009,38.91538326,-77.037504,4201,Ward 2
3,1,Warm Cool,Y,2,15,7,1905,2006,3,1700000,Q,1,2862,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,4,24,1900,20009,38.91538376,-77.03736263,4201,Ward 2
5,1,Warm Cool,Y,4,15,5,1890,1988,3,1550000,Q,1,2790,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,4,4,24,2100,20009,38.91426703,-77.03779744,4201,Ward 2
2,1,Warm Cool,Y,1,7,4,1875,2012,3,1510000,Q,3,2037,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,1,1,11,1450,20009,38.91467684,-77.03689343,4201,Ward 2
2,1,Warm Cool,Y,1,8,3,1890,1975,3,910000,U,1,2760,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,1,2,11,1450,20009,38.91455748,-77.03689613,4201,Ward 2
2,1,Hot Water Rad,Y,1,6,3,1890,2018,2,1500000,Q,5,1624,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1637,20009,38.91469025,-77.03750859,4201,Ward 2
1,1,Warm Cool,Y,1,4,3,1890,2007,2,890000,Q,1,1630,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Hardwood,1,1,11,1625,20009,38.91468965,-77.03738856,4201,Ward 2
2,1,Ht Pump,Y,1,6,3,1890,2019,2,1250000,Q,4,1634,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1623,20009,38.91468987,-77.03726829,4201,Ward 2
2,1,Warm Cool,Y,2,6,3,1885,2008,2,1120000,Q,3,1464,2 Story,Row Inside,Good Quality,Good,Stucco,Built Up,Hardwood,2,1,24,1015,20009,38.91589991,-77.03686708,4201,Ward 2
2,1,Warm Cool,Y,2,8,3,1885,2007,2,834000,Q,1,1492,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,2,24,970,20009,38.91585325,-77.03686556,4201,Ward 2
2,1,Hot Water Rad,Y,2,6,3,1876,2003,2,1104500,Q,6,1348,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,2,24,996,20009,38.91580767,-77.03686599,4201,Ward 2
1,1,Warm Cool,Y,1,7,2,1900,1980,2,255000,Q,1,1152,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,1014,20009,38.91596395,-77.03718859,4201,Ward 2
1,1,Warm Cool,Y,1,6,2,1876,2006,2,915000,Q,5,1152,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,900,20009,38.91584716,-77.03730095,4201,Ward 2
1,1,Warm Cool,Y,1,5,2,1880,1985,2,250000,Q,1,1152,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,1,11,900,20009,38.91588393,-77.03726281,4201,Ward 2
1,1,Warm Cool,Y,1,9,4,1900,1975,2,325000,Q,1,1818,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1478,20009,38.91615647,-77.03685568,4201,Ward 2
3,2,Warm Cool,Y,1,8,3,1900,2004,4,1050000,U,1,4458,4 Story,Row Inside,Very Good,Very Good,Stone,Built Up,Hardwood,1,5,11,1692,20009,38.91609872,-77.03687064,4201,Ward 2
3,1,Hot Water Rad,Y,2,11,4,1920,2006,3,1500000,Q,1,2460,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1860,20009,38.913185060000004,-77.03803058,5302,Ward 2
3,1,Hot Water Rad,Y,2,10,5,1880,2015,3,1250000,Q,1,2716,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,6,24,1860,20009,38.91318384,-77.03788599,5302,Ward 2
4,1,Warm Cool,Y,2,13,6,1885,2021,3,3600000,Q,4,2760,3 Story,Row Inside,Very Good,Excellent,Common Brick,Built Up,Hardwood,2,6,24,1860,20009,38.91319134,-77.03781336,5302,Ward 2
3,1,Ht Pump,Y,1,8,5,1885,2015,3,2210555,Q,4,2312,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,2,11,1860,20009,38.91321051,-77.0375959,5302,Ward 2
3,1,Warm Cool,Y,2,7,4,1920,2008,3,1400000,Q,1,2473,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1860,20009,38.91321116,-77.03752396,5302,Ward 2
4,1,Warm Cool,Y,2,8,5,1885,2004,3,1649900,Q,4,2472,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,4,24,1859,20009,38.91319926,-77.03728988,5302,Ward 2
3,2,Warm Cool,Y,2,10,5,1885,2018,3,1900000,Q,3,2538,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,6,24,1859,20009,38.91350551,-77.03737871,5302,Ward 2
3,2,Hot Water Rad,Y,2,7,3,1885,2010,3,2437000,Q,6,3036,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,6,24,1964,20009,38.91389107,-77.03766752,5302,Ward 2
3,1,Hot Water Rad,N,1,8,5,1879,2011,3,1715000,Q,3,3180,3 Story,Row Inside,Very Good,Average,Brick/Stone,Built Up,Hardwood,1,2,11,1964,20009,38.91389064,-77.0375943,5302,Ward 2
3,1,Warm Cool,Y,2,9,4,1885,2012,2,2157000,Q,5,2210,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,3,24,1881,20009,38.91174683,-77.03761393,5302,Ward 2
2,1,Warm Cool,Y,1,7,3,1875,2013,2,375000,U,1,1788,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,13,1830,20009,38.91241413,-77.03725304,5302,Ward 2
4,1,Forced Air,Y,3,7,6,1875,2018,2,2650000,Q,5,2502,2 Story,Row Inside,Very Good,Very Good,Common Brick,Metal- Sms,Hardwood,3,4,24,2033,20009,38.91086608,-77.03761404,5303,Ward 2
3,1,Forced Air,Y,2,10,4,1900,1989,3,1405000,Q,2,2136,3 Story,Row Inside,Very Good,Good,Brick/Stone,Built Up,Hardwood,2,2,24,1623,20009,38.91781833,-77.03479951,4300,Ward 1
3,1,Hot Water Rad,Y,2,9,5,1900,1997,3,1250000,Q,2,2176,3 Story,Row Inside,Very Good,Good,Stone,Built Up,Hardwood,2,2,24,1623,20009,38.91776942,-77.03478738,4300,Ward 1
3,1,Forced Air,Y,2,10,4,1905,2011,3,1576000,Q,5,2233,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,2,24,2155,20009,38.91749835,-77.03480535,4300,Ward 1
2,1,Forced Air,Y,1,9,3,1885,1987,3,233250,Q,1,2286,3 Story,Row End,Good Quality,Average,Common Brick,Built Up,Hardwood,1,2,11,1527,20009,38.91576847,-77.03483921,4300,Ward 2
4,1,Forced Air,Y,1,10,4,1890,2008,2,1625000,Q,1,2296,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2,2,11,2145,20009,38.91428088,-77.03529267,4300,Ward 2
3,1,Hot Water Rad,Y,2,7,3,1881,2008,2,1595000,Q,1,1988,2 Story,Row End,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,2146,20009,38.91428831,-77.03574513,4300,Ward 2
2,1,Forced Air,Y,1,7,2,1885,2006,2,1577000,Q,5,1981,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1779,20009,38.91536853,-77.03533357,4300,Ward 2
2,1,Forced Air,Y,2,6,3,1885,2017,2,1800000,Q,4,1984,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1779,20009,38.91537614,-77.03521227,4300,Ward 2
3,1,Forced Air,Y,1,6,4,1885,2010,2,1735000,Q,6,2052,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1824,20009,38.91537679,-77.0348208,4300,Ward 2
2,1,Hot Water Rad,Y,2,7,3,1870,2000,2,1425000,Q,3,1250,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2,1,24,1700,20009,38.91464902,-77.03479958,4300,Ward 2
2,1,Hot Water Rad,Y,1,6,3,1890,2010,2,862500,Q,1,1483,2 Story,Row Inside,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,11,1156,20009,38.91470249,-77.03521597,4300,Ward 2
2,1,Warm Cool,Y,1,9,5,1885,1988,3,1382500,Q,3,2292,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,2,11,1400,20009,38.91576508,-77.03501782,4300,Ward 2
3,1,Forced Air,Y,2,9,4,1885,2011,3,818000,Q,1,2322,3 Story,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,2,2,24,1667,20009,38.91576414,-77.03544815,4300,Ward 2
3,1,Hot Water Rad,Y,1,7,4,1898,2001,3,1000000,Q,1,2187,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1667,20009,38.91576472,-77.03563253,4300,Ward 2
4,1,Forced Air,Y,1,10,5,1885,2015,3,1828000,Q,3,2405,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1400,20009,38.9157637,-77.03600059,4300,Ward 2
1,1,Hot Water Rad,N,1,6,3,1875,2009,2,700000,Q,1,1272,2 Story,Semi-Detached,Above Average,Average,Common Brick,Built Up,Hardwood,1,1,13,1423,20009,38.91642492,-77.0350931,4300,Ward 2
4,1,Forced Air,Y,1,8,5,1890,2017,3,1687000,Q,4,2454,3 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,1400,20009,38.91670282,-77.03482249,4300,Ward 2
4,1,Forced Air,Y,1,10,4,1885,2015,3,1870000,Q,6,2154,3 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1440,20009,38.91610809,-77.03480698,4300,Ward 2
3,1,Hot Water Rad,Y,2,8,5,1890,2009,3,1360000,Q,1,2355,3 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood/Carp,2,2,24,1415,20009,38.91596018,-77.03480725,4300,Ward 2
3,1,Warm Cool,Y,2,5,3,1917,2000,2,1325000,Q,1,2692,2 Story,Row Inside,Above Average,Very Good,Stucco,Metal- Sms,Hardwood,2,1,24,1815,20009,38.91503805,-77.03971585,4201,Ward 2
3,1,Hot Water Rad,Y,2,10,4,1908,2006,2,1337500,Q,7,1542,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1424,20009,38.91501615,-77.04002036,4201,Ward 2
3,1,Hot Water Rad,Y,2,9,3,1908,2013,2,592250,Q,1,1598,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1424,20009,38.91501863,-77.04013809,4201,Ward 2
3,1,Warm Cool,Y,1,9,4,1908,2015,2,1440000,Q,3,1686,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,2,1,11,1424,20009,38.91501191,-77.04054754,4201,Ward 2
2,2,Warm Cool,Y,2,8,5,1906,2015,3,1925000,Q,4,2631,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1627,20009,38.91535621,-77.0405467,4201,Ward 2
4,1,Hot Water Rad,Y,2,9,4,1906,2007,3,1737000,Q,4,2428,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,1,24,1627,20009,38.91536242,-77.04030709,4201,Ward 2
3,1,Warm Cool,N,1,10,3,1901,2009,3,439000,Q,1,2961,3 Story,Row End,Very Good,Average,Common Brick,Built Up,Hardwood,1,2,11,1860,20009,38.91318958,-77.04117283,4202,Ward 2
3,1,Hot Water Rad,Y,1,8,4,1890,2014,3.25,1090000,Q,1,2750,3.5 Story Fin,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,1,4,11,1633,20009,38.91318942,-77.04110227,4202,Ward 2
2,2,Warm Cool,Y,1,9,2,1923,2005,3,2390000,Q,3,3300,3 Story,Row Inside,Excellent,Very Good,Common Brick,Built Up,Hardwood,1,2,11,2138,20009,38.91390258,-77.04066463,4202,Ward 2
4,1,Hot Water Rad,Y,1,12,7,1912,2014,3,2000000,Q,1,3240,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,3,11,2138,20009,38.91390279,-77.04058761,4202,Ward 2
4,1,Ht Pump,Y,1,12,6,1911,2021,3.75,3275000,Q,3,6765,4 Story,Row End,Superior,Good,Brick/Stone,Slate,Hardwood,1,6,11,2104,20009,38.91322316,-77.04044367,4202,Ward 2
3,1,Warm Cool,Y,2,6,4,1910,2013,3,1700000,Q,3,2016,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,936,20009,38.91378178,-77.04144506,4202,Ward 2
3,1,Warm Cool,Y,2,11,4,1912,2000,3,1500000,Q,6,2034,3 Story,Row End,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,988,20009,38.91383421,-77.04143783,4202,Ward 2
3,1,Hot Water Rad,Y,3,11,4,1912,2006,3,1699000,Q,1,2655,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,4,4,24,1674,20009,38.91351667,-77.04117417,4202,Ward 2
3,1,Warm Cool,Y,2,9,5,1890,2007,3,1849000,Q,4,2604,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,3,24,1674,20009,38.91351811,-77.04091659,4202,Ward 2
3,1,Warm Cool,Y,2,11,5,1895,2006,3,2070000,Q,4,2656,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,2,24,1674,20009,38.91351809,-77.04072829,4202,Ward 2
4,1,Forced Air,Y,2,15,4,1895,2013,3,2600000,Q,3,2638,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,6,24,1674,20009,38.91355083,-77.04066663,4202,Ward 2
3,2,Hot Water Rad,N,3,11,5,1895,2007,3,1900000,Q,3,2706,3 Story,Row End,Very Good,Good,Common Brick,Built Up,Hardwood,3,2,24,1767,20009,38.91351977,-77.04053412,4202,Ward 2
3,1,Hot Water Rad,N,2,9,4,1910,1960,2.5,325000,Q,1,3005,2.5 Story Fin,Row End,Excellent,Average,Brick/Stone,Metal- Sms,Hardwood,2,3,24,1256,20009,38.91351691,-77.04149299,4202,Ward 2
3,2,Warm Cool,Y,2,12,4,1906,2003,3,930000,Q,1,3279,3 Story,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,2,4,24,1573,20009,38.91320679,-77.04139503,4202,Ward 2
6,1,Warm Cool,Y,4,16,8,1915,2010,3,2900000,Q,2,4555,3 Story,Single,Excellent,Good,Common Brick,Built Up,Hardwood,4,2,24,2080,20009,38.91392332,-77.04144929,4202,Ward 2
3,2,Warm Cool,Y,2,12,3,1895,1998,3,885000,U,1,2814,3 Story,Row End,Very Good,Very Good,Brick/Stone,Metal- Sms,Hardwood,2,2,24,819,20009,38.91389643,-77.03869385,5302,Ward 2
3,1,Forced Air,Y,2,14,5,1908,2003,4,1525000,Q,3,2974,4 Story,Row Inside,Excellent,Good,Common Brick,Built Up,Hardwood,2,2,24,1075,20009,38.9137736,-77.03875224,5302,Ward 2
4,1,Hot Water Rad,Y,2,11,4,1895,2012,3,1650000,Q,1,2682,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,3,24,919,20009,38.9127839,-77.03968496,5302,Ward 2
3,1,Hot Water Rad,Y,2,8,5,1895,2004,3,1199000,Q,1,2964,3 Story,Row End,Very Good,Good,Common Brick,Built Up,Hardwood,2,3,24,913,20009,38.91277163,-77.0397629,5302,Ward 2
4,1,Hot Water Rad,Y,2,11,4,1885,2019,3,2155000,Q,4,3072,3 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,3,24,1817,20009,38.91172549,-77.03950312,5302,Ward 2
3,1,Hot Water Rad,Y,2,12,5,1908,2020,3,2210000,Q,2,2798,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,6,24,1825,20009,38.91200371,-77.0401673,5302,Ward 2
4,1,Hot Water Rad,Y,2,11,6,1920,2002,3,2350000,Q,5,3786,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Built Up,Hardwood,2,1,24,2200,20009,38.91239929,-77.0401003,5302,Ward 2
4,2,Warm Cool,Y,3,12,6,1885,1995,3,1650000,U,3,2445,3 Story,Row Inside,Very Good,Average,Common Brick,Metal- Sms,Hardwood,3,3,24,1659,20009,38.91202588,-77.03933149,5302,Ward 2
4,2,Warm Cool,Y,3,11,4,1885,1985,3,1650000,U,2,2491,3 Story,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,3,3,24,1659,20009,38.91203599,-77.0392622,5302,Ward 2
3,1,Warm Cool,Y,1,12,6,1885,2006,3,1975000,Q,2,3314,3 Story,Row Inside,Excellent,Good,Brick/Stone,Built Up,Hardwood,2,4,11,2000,20009,38.9113279,-77.03912345,5302,Ward 2
3,1,Forced Air,Y,2,11,8,1885,2014,3,2225000,Q,5,3066,3 Story,Row Inside,Excellent,Good,Brick/Stone,Metal- Sms,Hardwood,2,4,11,2000,20009,38.91132075,-77.03947476,5302,Ward 2
3,1,Warm Cool,Y,3,13,4,1885,2018,3,1870000,Q,1,3388,3 Story,Row Inside,Excellent,Good,Stone,Metal- Sms,Hardwood,3,3,24,2000,20009,38.91132237,-77.03975633,5302,Ward 2
3,1,Hot Water Rad,Y,1,9,5,1885,2008,3,2430000,Q,3,3283,3 Story,Row Inside,Excellent,Very Good,Stone,Built Up,Hardwood,2,6,11,2000,20009,38.91131563,-77.03996548,5302,Ward 2
3,1,Hot Water Rad,Y,1,7,4,1885,2017,3,2100000,Q,5,2223,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1453,20009,38.9117111,-77.03995002,5302,Ward 2
5,1,Warm Cool,Y,2,10,6,1885,2009,4,1927000,Q,1,2829,4 Story,Row Inside,Very Good,Good,Common Brick,Built Up,Hardwood,2,2,24,1453,20009,38.91168412,-77.03983436,5302,Ward 2
2,2,Hot Water Rad,Y,1,6,4,1885,1967,3,1450000,Q,2,2355,3 Story,Row Inside,Very Good,Average,Common Brick,Built Up,Hardwood,2,1,11,1454,20009,38.91171884,-77.03971688,5302,Ward 2
2,1,Warm Cool,Y,2,9,3,1972,2004,3,990000,Q,1,1890,3 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,2,2,24,1327,20009,38.91201315,-77.03949786,5302,Ward 2
2,1,Warm Cool,Y,2,7,3,1972,2006,3,942500,Q,1,1800,3 Story,Multi,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1327,20009,38.91201282,-77.0396044,5302,Ward 2
2,1,Warm Cool,Y,2,6,3,1972,2021,3,1200000,Q,2,1890,3 Story,Town Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,2,24,1327,20009,38.91201335,-77.03970829,5302,Ward 2
2,1,Warm Cool,Y,2,9,3,1972,2004,3,1270000,Q,3,1890,3 Story,Multi,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,1327,20009,38.91201451,-77.03992551,5302,Ward 2
4,1,Warm Cool,Y,2,11,5,1885,1989,3,1450000,Q,1,2958,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,2,24,2063,20009,38.91201819,-77.04024156,5302,Ward 2
4,1,Hot Water Rad,Y,2,10,4,1896,2015,2,1300000,Q,1,1870,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,2,1,24,1900,20036,38.91053164,-77.04099454,5303,Ward 2
3,1,Warm Cool,Y,2,11,5,1890,2000,2.75,2200000,Q,3,2691,3 Story,Row Inside,Excellent,Good,Stone,Metal- Sms,Hardwood,2,6,24,1910,20009,38.91095019,-77.04040745,5303,Ward 2
4,1,Warm Cool,Y,3,7,5,1890,2004,3,2350000,Q,4,2841,3 Story,Row Inside,Excellent,Very Good,Stone,Built Up,Hardwood,3,2,24,1910,20009,38.91095021,-77.04034173,5303,Ward 2
4,2,Warm Cool,Y,2,9,5,1890,2004,3,1800000,Q,1,2956,3 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,2,4,24,1910,20009,38.91093736,-77.03999075,5303,Ward 2
5,1,Warm Cool,Y,2,9,6,1890,2003,3,2240000,Q,1,3278,3 Story,Row Inside,Very Good,Very Good,Common Brick,Built Up,Hardwood,2,6,24,1910,20009,38.91093881,-77.03970423,5303,Ward 2
3,1,Warm Cool,Y,2,12,4,1890,2014,3,2800000,Q,7,2591,3 Story,Row Inside,Excellent,Very Good,Common Brick,Built Up,Hardwood,2,7,24,1910,20009,38.9109389,-77.03943892,5303,Ward 2
